,HTTPDnsserver_ipaddress,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HTTPDnsserver_ipaddress2,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HTTPDnsserver_ipaddress3,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HTTPDnsserver_ipaddress4,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HTTPDnsserver_ipaddress5,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Protocol.MTU,Other,cfx^OfflineParameter,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.MaximumSIPHeadersSize,Other,cfx^OfflineParameter,10240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.MaximumSIPBodySize,Other,cfx^OfflineParameter,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.EnableSauCounting,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.EnablePbxSauCounting,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.NumberOfRegistrations,Other,cfx^OfflineParameter,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.IMSAKAWithoutIPSec,Other,cfx^OfflineParameter,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.EnableASPoolCounter,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.ReasonHeaderVarient,Other,cfx^OfflineParameter,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.IncludeWCImpuInRegRes,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.PhoneNumbersTableSearchAlgo,Other,cfx^OfflineParameter,LongestPrefixMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.FBTrunkGroupTblMaxRows,Other,cfx^OfflineParameter,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.FBMGCFPoolTblMaxRows,Other,cfx^OfflineParameter,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.LeastCostRouting,Other,cfx^OfflineParameter,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.FBRoutingGroupsMaxRows,Other,cfx^OfflineParameter,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.RealTimeTracing,Other,cfx^OfflineParameter,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.H2PEnabled,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.NumOfCarriersPerTier,Other,cfx^OfflineParameter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.NumOfTiersPerRoutingGroup,Other,cfx^OfflineParameter,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.Store5GInfoToRegData,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.SBIIngressAddress,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.ExtendedContactSupport,Other,cfx^OfflineParameter,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.H2IEnabled,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NodeMonitoring.MaxMonitoredNodes,Other,cfx^OfflineParameter,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Charging.Offline.RfMeaningOfCCFAddress,Other,cfx^OfflineParameter,realm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Charging.Offline.RfVariant,Other,cfx^OfflineParameter,Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Charging.Offline.BufferedACRInterfaceOption,Other,cfx^OfflineParameter,Diameter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Charging.Offline.IncreaseContextBlockSize,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ovl.ContextTypesTimer,Other,cfx^OfflineParameter,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ovl.InitialOverloadTimeout,Other,cfx^OfflineParameter,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ovl.RegistrationTimeout,Other,cfx^OfflineParameter,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,scalars.SSL_Options_IE,Other,cfx^OfflineParameter,0x00000840L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,scalars.SSL_Options_FF,Other,cfx^OfflineParameter,0x03000000L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,scalars.overloadThreshold.HTTPSV,Other,cfx^OfflineParameter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.MaxForwardsUpperLimit.STIVS,Other,cfx^OfflineParameter,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.SipSupportedExtensions.STIVS,Other,cfx^OfflineParameter,path 100rel pref gruu resource-priority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.AllowMaxMMservices.STIVS,Other,cfx^OfflineParameter,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.MonitorMMServices.STIVS,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,scalars.overloadThreshold.HTTPCL,Other,cfx^OfflineParameter,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,scalars.minMessageLength,Other,cfx^OfflineParameter,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,scalars.maxMessageLength,Other,cfx^OfflineParameter,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.DnsEnumSuffix,Other,cfx^OfflineParameter,e164.arpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.DnsPhFallback,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.OptimizeIPsecTcp,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.DataStoreConnProtocol,Other,cfx^OfflineParameter,IPv4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.DataStoreVNFIdentifier,Other,cfx^OfflineParameter,nsv7a0cscf0001c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.NumberOfTDCoreElements,Other,cfx^OfflineParameter,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.EnableVNFRedundancy,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.VNFZoneName,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.MonitoredVNFList,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.VNFFailoverTimeout,Other,cfx^OfflineParameter,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.EncryptInternalTraffic,Other,cfx^OfflineParameter,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.DynDnsTtl,Other,cfx^OfflineParameter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.BFDSourceIp,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.BFDHopMode,Other,cfx^OfflineParameter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.DynDnsHostName,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.UseMultipleDiaConnectionsOnVnfFailover,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.SipCoreKeepAliveEnable,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.PreferredTlsTransportOnCore,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.EnableSrvInmTlsPortDir,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.EnablePCAP,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.CfxTestmodeEnabled,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.SrvccCorrelation,Other,cfx^OfflineParameter,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.EnableTcpForceClose,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.FullCacheToDBSyncFrequency,Other,cfx^OfflineParameter,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.MaxDBOperationPending,Other,cfx^OfflineParameter,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.EnableVNFFailoverOnDBFailure,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.BfdSrcPort,Other,cfx^OfflineParameter,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.EnableCfxDashBoard,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.CTDVIPCount,Other,cfx^OfflineParameter,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.CfxDashboardDataPushInterval,Other,cfx^OfflineParameter,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.STISupportEnabled,Other,cfx^OfflineParameter,disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.DynDnsUpdateMethod,Other,cfx^OfflineParameter,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.DynDnsViewPath,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.SSTBasedOnDnT,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.DnsEnumAltSuffix,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.DnsUDPpayload,Other,cfx^OfflineParameter,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.DnsPhCacheSize,Other,cfx^OfflineParameter,102400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.DnsPhEnumCacheSize,Other,cfx^OfflineParameter,1024000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.DnsRetryMechanism,Other,cfx^OfflineParameter,exponential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.HTTPDnsRetryMechanism,Other,cfx^OfflineParameter,exponential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiameterCommon.CscfType,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiameterCommon.PreferredDPDIpAddressType,Other,cfx^OfflineParameter,IPv6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiameterCommon.PreferredDPDTransportType,Other,cfx^OfflineParameter,TCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FtpPush.TicketType,Other,cfx^OfflineParameter,cdr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.MaxForwardsUpperLimit.NM,Other,cfx^OfflineParameter,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIAdminProtection,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.LISalesFeature,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.InterceptEmergencyCalls,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.InterceptTransitCalls,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.TargetDBSize,Other,cfx^OfflineParameter,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.TargetDBHashTableSizeFactor,Other,cfx^OfflineParameter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.TargetDBValidationPeriod,Other,cfx^OfflineParameter,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.TargetDBValidationOutageFactor,Other,cfx^OfflineParameter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.X2AggregationTimer,Other,cfx^OfflineParameter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.X2MaximumTicketSize,Other,cfx^OfflineParameter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.X2Cipherlist,Other,cfx^OfflineParameter,rsa_des_sha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.X2NetworkInterfaceIPv4CE1,Other,cfx^OfflineParameter,135.104.70.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.X2NetworkInterfaceIPv6CE1,Other,cfx^OfflineParameter,2720:0:60:1830::4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.NetworkInterfaceCE1,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.TraceControlTID,Other,cfx^OfflineParameter,sip:+12345@nokia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.X1ReadMaxTargetsPerBlock,Other,cfx^OfflineParameter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.X1ReadBlockGap,Other,cfx^OfflineParameter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.X1MaxNumberOfRequestsPerIMSAdminReq,Other,cfx^OfflineParameter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.ReRoutingActive,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.ReRoutingNoDeviceOnly,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.ReRoutingTargetFoundOnly,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.THIGCcCapable,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.DynamicBgfTriggering,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.DynamicBgfNoDeviceOnly,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.DynamicBgfTargetFoundOnly,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.IRIMemoryBufferEnable,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.StrippedSessionInfoHeaderGeneration,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.IriGenerationOnPcscf,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.ExtendedIriTriggering,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.ReRouting4BgcfBreakout,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.ReRouting4ImsBreakout,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.FDNInterceptionEnabled,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.FDNWildcardsAllowed,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.TargetDBMaxNumOfWildcards,Other,cfx^OfflineParameter,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.TargetDBTreeNodesPerWildcard,Other,cfx^OfflineParameter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.MultipartyInterceptionContinue,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.X1QueryTargetInformationSupport,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.LITriggerTable,Other,cfx^OfflineParameter,Blueprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.LIDisableTrCFReRouting,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.IMEIInterception,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.IMSIInterception,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.IBCFSessionInfoHeaderHandling,Other,cfx^OfflineParameter,World_Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.ExtendedIRIReporting,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.DomainWildcardInterception,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.MultiTenantRerouting,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.X2InterfaceCheck,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.ImplicitRegistrationSetInterception,Other,cfx^OfflineParameter,implicit_registration_set_triggering_REGISTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.SCSCFSessionInfoHeaderHandling,Other,cfx^OfflineParameter,calea2_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.GeoRedundancyHandling,Other,cfx^OfflineParameter,AdmfTriggered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.DF3AddressPortAdditional1,Other,cfx^OfflineParameter,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.LocationInterception,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.CCMultiTenantInterception,Other,cfx^OfflineParameter,World_Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.XInterfaceVariant,Other,cfx^OfflineParameter,H-ATIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.LIFAsProxy,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.DialedDigitsExtraction,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.X2ServiceInfo,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.MsisdnSipToTel,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.RecoverTargetsFromPeer,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srv.PayloadEncryption,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.EnableCompressForTransactions.PCSCF,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.MaxForwardsUpperLimit.PCSCF,Other,cfx^OfflineParameter,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.SubscrExpireIntervalInc,Other,cfx^OfflineParameter,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.SipSupportedExtensions.PCSCF,Other,cfx^OfflineParameter,path 100rel pref privacy sec-agree gruu resource-priority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.RejectEmergencyReason,Other,cfx^OfflineParameter,VoIP emergency not available!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.SigCompDms,Other,cfx^OfflineParameter,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.SigCompSmsDecompressor,Other,cfx^OfflineParameter,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.SigCompSmsCompressor,Other,cfx^OfflineParameter,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.SigCompCPB,Other,cfx^OfflineParameter,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.SigCompEnableSharedMode,Other,cfx^OfflineParameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.EnablePcscfSubscribe,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.GSMinBurstWaitDeregister,Other,cfx^OfflineParameter,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.AllowMaxMMservices.PCSCF,Other,cfx^OfflineParameter,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.MonitorMMServices.PCSCF,Other,cfx^OfflineParameter,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,System.NpcfInterfaceTransport,Other,cfx^OfflineParameter,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
